property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
house,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|,Northeast,"-12.852844,-38.32711",247,"$280,846.28 "
house,|Brasil|Bahia|Lauro de Freitas|Ipitanga|,Northeast,"-12.852844,-38.32711",126,"$134,182.11 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",139,"$124,820.57 "
house,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|,Northeast,"-12.852844,-38.32711",252,"$343,256.56 "
house,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|,Northeast,"-12.852844,-38.32711",158,"$205,953.94 "
house,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|,Northeast,,230,"$212,194.96 "
house,|Brasil|Bahia|Camaçari|,Northeast,"-12.826232,-38.265358",115,"$112,338.51 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",200,"$229,357.79 "
house,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|,Northeast,"-12.852844,-38.32711",200,"$229,357.79 "
house,|Brasil|Bahia|Porto Seguro|,Northeast,"-16.405184,-39.056334",230,"$202,833.42 "
house,|Brasil|Bahia|Porto Seguro|,Northeast,"-16.421496,-39.08381",230,"$265,243.71 "
house,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.855744,-40.819691",91,"$140,423.14 "
house,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|,Northeast,"-12.852844,-38.32711",170,"$212,194.96 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",68,"$78,012.85 "
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.993068,-38.519306",98,"$149,784.68 "
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.993068,-38.519306",98,"$149,784.68 "
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",195,"$374,461.71 "
apartment,|Brasil|Bahia|Salvador|Stiep|,Northeast,"-12.9830364,-38.4423526",80,"$98,296.19 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",125,"$120,139.79 "
house,|Brasil|Bahia|Camaçari|,Northeast,"-12.826232,-38.265358",205,"$193,471.88 "
house,|Brasil|Bahia|Lauro de Freitas|Jockey Clube|,Northeast,"-12.852844,-38.32711",148,"$180,989.82 "
house,|Brasil|Bahia|Camaçari|,Northeast,,110,"$115,459.02 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,,240,"$243,400.11 "
house,|Brasil|Bahia|Camaçari|,Northeast,"-12.83043,-38.23989",220,"$110,472.82 "
apartment,|Brasil|Bahia|Salvador|Matatu|,Northeast,"-12.9726317,-38.4941904",100,"$84,253.88 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",115,"$165,387.25 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",89,"$118,579.54 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",130,"$93,615.42 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",79,"$96,735.94 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.0051811,-38.5257172",160,"$168,507.77 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",220,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",220,"$171,628.28 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",180,"$468,077.13 "
house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,"-12.852844,-38.32711",225,"$246,520.62 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",61,"$193,471.88 "
house,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|,Northeast,"-12.852844,-38.32711",240,"$246,520.62 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",116,"$123,260.31 "
house,|Brasil|Bahia|Lauro de Freitas|Ipitanga|,Northeast,"-12.852844,-38.32711",87,"$92,055.17 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,,240,"$421,269.42 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",200,"$209,074.45 "
house,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|,Northeast,"-12.852844,-38.32711",162,"$202,833.42 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",160,"$176,309.05 "
house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,"-12.852844,-38.32711",160,"$140,423.14 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",180,"$240,279.59 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",206,"$212,194.96 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.008103,-38.48571",85,"$78,012.85 "
apartment,|Brasil|Bahia|Salvador|Cabula|,Northeast,"-12.956255,-38.465279",69,"$120,139.79 "
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.996323,-38.481049",102,"$149,784.68 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-15.61667,-39.7",252,"$452,474.56 "
house,|Brasil|Bahia|Camaçari|Busca Vida|,Northeast,,200,"$358,859.13 "
apartment,|Brasil|Bahia|Salvador|Pituaçu|,Northeast,"-12.964468,-38.417938",180,"$266,803.96 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.964468,-38.417938",180,"$266,803.96 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004878,-38.532276",129,"$308,930.91 "
apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.98223,-38.43898",75,"$168,507.77 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.98223,-38.43898",75,"$168,507.77 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004878,-38.532276",129,"$308,930.91 "
house,|Brasil|Bahia|Salvador|Stella Maris|,Northeast,"-12.944884,-38.339928",240,"$421,269.42 "
apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,"-12.941992,-38.403465",138,"$224,677.02 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",90,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",62,"$96,735.94 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,90,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.9909238,-38.4440123",98,"$140,423.14 "
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.9572541,-38.4296498",72,"$108,894.64 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.579738,-41.7007272",145,"$123,098.28 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007857,-38.498463",59,"$92,055.17 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",75,"$121,700.05 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",100,"$149,784.68 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007857,-38.498463",59,"$92,055.17 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",184,"$246,520.62 "
house,|Brasil|Bahia|Dias D´avila|,Northeast,"-12.609322,-38.30603",219,"$93,615.42 "
house,|Brasil|Bahia|Dias D´avila|,Northeast,"-12.609322,-38.30603",219,"$93,615.42 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",182,"$421,269.42 "
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.968704,-38.435516",96,"$124,820.57 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.968704,-38.435516",96,"$124,820.57 "
house,|Brasil|Bahia|Salvador|Praia do Flamengo|,Northeast,"-12.9351682,-38.3464993",90,"$78,909.15 "
apartment,|Brasil|Bahia|Salvador|Stiep|,Northeast,"-12.984898,-38.4491",89,"$120,139.79 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004889,-38.517654",82,"$124,820.57 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9915054,-38.4776984",124,"$90,494.91 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$94,239.53 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$95,799.78 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$88,934.65 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$91,431.06 "
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.867126,-40.820204",135,"$196,592.39 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$89,246.70 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$85,814.14 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$90,182.86 "
house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,"-12.852844,-38.32711",150,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.973222,-38.435795",94,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.973222,-38.435795",94,"$112,338.51 "
house,|Brasil|Bahia|Lauro de Freitas|Centro|,Northeast,"-12.852844,-38.32711",120,"$94,690.99 "
house,|Brasil|Bahia|Camaçari|,Northeast,"-11.813964,-39.377026",160,"$121,700.05 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$87,998.50 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$99,544.40 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$98,920.30 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,,69,"$97,672.09 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$92,679.27 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$92,679.27 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$96,423.89 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$99,544.40 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$99,232.35 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$90,806.96 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$89,558.75 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$86,126.19 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$93,927.47 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$94,551.58 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,,70,"$104,537.22 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$95,487.73 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$89,870.81 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$89,558.75 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$101,416.71 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$86,438.24 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$94,863.63 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$92,367.22 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$98,296.19 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",69,"$93,303.37 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$97,984.14 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.827805,-39.027649",70,"$93,615.42 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.983924,-38.450443",110,"$131,061.59 "
house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,"-12.852844,-38.32711",234,"$187,230.85 "
house,|Brasil|Bahia|Lauro de Freitas|Portão|,Northeast,"-12.852844,-38.32711",180,"$199,974.60 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",62,"$115,459.02 "
apartment,|Brasil|Bahia|Salvador|Amaralina|,Northeast,"-13.011364,-38.473423",181,"$93,615.42 "
apartment,|Brasil|Bahia|Salvador|Amaralina|,Northeast,"-13.011364,-38.473423",181,"$93,615.42 "
house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,"-12.852844,-38.32711",122,"$180,989.82 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",113,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",113,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",119,"$226,237.28 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",92,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",82,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007057,-38.498093",63,"$102,664.91 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007057,-38.498093",63,"$103,601.07 "
house,|Brasil|Bahia|Camaçari|,Northeast,,178,"$202,833.42 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",119,"$226,237.28 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",92,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",82,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007057,-38.498093",63,"$102,664.91 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007057,-38.498093",63,"$103,601.07 "
apartment,|Brasil|Bahia|Salvador|,Northeast,,61,"$87,374.39 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.0069458,-38.5186992",84,"$124,820.57 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",182,"$421,269.42 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-13.0012719,-38.520953",200,"$243,400.11 "
apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,"-12.941992,-38.403465",142,"$287,087.31 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.941992,-38.403465",142,"$277,725.76 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",143,"$259,002.68 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.941992,-38.403465",142,"$277,725.76 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",143,"$259,002.68 "
house,|Brasil|Bahia|Porto Seguro|,Northeast,"-16.433096,-39.087886",140,"$79,355.00 "
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,,158,"$296,448.85 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",118,"$184,110.34 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",140,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.9371316,-38.3556842",79,"$124,820.57 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",140,"$184,110.34 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.968704,-38.435516",100,"$124,820.57 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",118,"$184,110.34 "
apartment,|Brasil|Bahia|Salvador|,Northeast,,115,"$180,989.82 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",217,"$249,641.14 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.985207,-38.456074",89,"$168,507.77 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",62,"$85,814.14 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",140,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.9371316,-38.3556842",79,"$124,820.57 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",140,"$184,110.34 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",130,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.968704,-38.435516",100,"$124,820.57 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-13.000443,-38.45739",115,"$180,989.82 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",217,"$249,641.14 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.985207,-38.456074",89,"$168,507.77 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",62,"$85,814.14 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",130,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",168,"$243,400.11 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.993533,-38.526047",182,"$368,220.68 "
house,|Brasil|Bahia|Camaçari|Busca Vida|,Northeast,"-12.863804,-38.277039",250,"$202,833.42 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",168,"$243,400.11 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",182,"$368,220.68 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.930446,-38.387676",104,"$202,833.42 "
apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",86,"$171,628.28 "
house,|Brasil|Bahia|Camaçari|Busca Vida|,Northeast,"-12.863804,-38.277039",250,"$202,833.42 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.930446,-38.387676",104,"$202,833.42 "
apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,,86,"$171,628.28 "
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.887429,-40.865762",85,"$87,374.39 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.993305,-38.45739",143,"$223,116.76 "
apartment,|Brasil|Bahia|Salvador|,Northeast,,92,"$146,664.17 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",173,"$230,918.05 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.993533,-38.526047",220,"$280,846.28 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.993305,-38.45739",143,"$223,116.76 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-13.003334,-38.52195",92,"$146,664.17 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",173,"$230,918.05 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",220,"$280,846.28 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009875,-38.481541",116,"$118,579.54 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",125,"$146,664.17 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,,125,"$146,664.17 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",103,"$145,103.91 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",120,"$180,989.82 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",150,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.937969,-38.381538",71,"$87,374.39 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",150,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",103,"$145,103.91 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",120,"$180,989.82 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.937969,-38.381538",71,"$87,374.39 "
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.867778,-40.821205",130,"$202,833.42 "
house,|Brasil|Bahia|Salvador|,Northeast,"-12.9388197,-38.5051508",140,"$119,941.92 "
house,|Brasil|Bahia|Lauro de Freitas|Ipitanga|,Northeast,"-12.8973699,-38.3033967",190,"$132,567.38 "
house,|Brasil|Bahia|Lauro de Freitas|Centro|,Northeast,"-12.8979249,-38.3206833",168,"$116,785.55 "
house,|Brasil|Bahia|Lauro de Freitas|Ipitanga|,Northeast,"-12.9096399,-38.3083988",115,"$110,472.82 "
apartment,|Brasil|Bahia|Salvador|Stiep|,Northeast,,96,"$131,061.59 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",207,"$234,038.56 "
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.968704,-38.435516",70,"$82,693.62 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",139,"$132,621.85 "
house,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|,Northeast,"-12.852844,-38.32711",148,"$180,989.82 "
house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,"-12.852844,-38.32711",190,"$215,315.48 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009875,-38.481541",116,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",84,"$93,615.42 "
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",138,"$283,966.79 "
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,,138,"$283,966.79 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",84,"$93,615.42 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009875,-38.481541",116,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",125,"$176,309.05 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,60,"$106,097.48 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",125,"$176,309.05 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",207,"$361,979.65 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",207,"$361,979.65 "
house,|Brasil|Bahia|Lauro de Freitas|Ipitanga|,Northeast,,241,"$138,862.88 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9461336,-38.3779273",70,"$85,221.89 "
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.855744,-40.819691",84,"$109,217.99 "
apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,"-12.974552,-38.496819",70,"$95,226.00 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9403853,-38.4100649",70,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",108,"$132,567.38 "
apartment,|Brasil|Bahia|Salvador|Amaralina|,Northeast,"-13.011364,-38.473423",75,"$84,253.88 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",84,"$115,459.02 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,,120,"$271,447.50 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",94,"$183,069.25 "
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.974941,-38.440117",62,"$93,615.42 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",131,"$104,160.09 "
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,,81,"$113,629.19 "
house,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.938337,-38.362667",162,"$183,069.25 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.950598,-38.40873",165,"$378,763.96 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",210,"$262,123.19 "
apartment,|Brasil|Bahia|Salvador|Piatã|,Northeast,"-12.930446,-38.387676",56,"$83,643.70 "
apartment,|Brasil|Bahia|Salvador|Piatã|,Northeast,"-12.949139,-38.392117",179,"$315,636.63 "
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",112,"$214,632.91 "
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.931565,-38.40873",79,"$134,145.57 "
apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.985591,-38.469273",77,"$123,098.28 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009679,-38.486305",188,"$246,196.57 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972288,-38.513241",57,"$202,007.44 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",122,"$246,520.62 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",87,"$183,069.25 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-12.883881,-38.475025",115,"$95,226.00 "
apartment,|Brasil|Bahia|Salvador|Pituaçu|,Northeast,"-12.964468,-38.417938",75,"$145,192.85 "
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.996323,-38.481049",100,"$110,472.82 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",72,"$78,909.15 "
apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,,53,"$85,221.89 "
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",79,"$137,301.93 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",125,"$145,192.85 "
house,|Brasil|Bahia|Camaçari|Centro|,Northeast,"-12.826232,-38.265358",130,"$123,098.28 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,,186,"$378,763.96 "
